Row_Number,Time_Stamp,SockOwner1_Name,SockOwner1_Country,SockOwner1_Gender,SockOwner1_Age,SockOwner1_Smelliness,SockOwner2_Name,SockOwner2_Country,SockOwner2_Gender,SockOwner2_Age,SockOwner2_Smelliness
804,18:13:34,Wilbert Wallace,France,M,24,0.82,Brandon Howsam,China,M,60,0.67
805,0:12:19,Johna Luparti,China,F,45,0.37,Ginnie Trusler,Indonesia,F,46,0.59
806,3:22:23,Cesaro Cowitz,Indonesia,M,48,0.68,Cullan O'Flynn,Honduras,M,37,0.86
807,6:46:19,Aili Ardern,Finland,M,91,0.54,Darya Gercken,China,F,18,0.62
808,7:27:04,Floyd Stanmore,Poland,F,1,0.07,Sim Kempton,Japan,M,71,0.65
809,6:40:36,Ainsley Fearnsides,Egypt,F,57,0.7,Dani Othick,Canada,F,17,0.48
810,18:27:27,Erroll Orwin,China,M,50,0.49,Rayner Levee,Dominican Republic,M,22,0.79
811,18:35:20,Aileen MacInnes,China,M,52,0.36,Angelita Airey,Russia,F,57,0.36
812,22:44:10,Gregor Onion,Haiti,F,85,0.38,Marlowe Picken,Hungary,M,41,0.7
813,11:50:30,Felipa Manlow,Philippines,M,48,0.65,Allegra O'Doireidh,China,F,74,0.62
814,9:04:19,Culley Riccard,China,F,52,0.78,Lionel Nulty,Croatia,M,64,0.76
815,6:31:01,Cynthy Mattschas,Malaysia,M,46,0.49,Vonnie Shayler,Sweden,F,63,0.62
816,17:44:35,Cassey Spurryer,Czech Republic,M,30,0.75,Anett Keer,Peru,F,67,0.43
817,14:05:28,Waldon Creavin,Portugal,F,46,0.48,Maurizio Klimochkin,Philippines,M,32,0.77
818,8:37:11,Osborn Birdall,China,M,73,0.33,Al McCaughey,Philippines,M,76,0.7
819,17:06:57,Lothario Dabnor,Jordan,M,71,0.51,Hammad Sommerly,Philippines,M,82,0.72
820,6:13:16,Annabela Poor,Thailand,M,87,0.47,Nicoli Parken,Poland,F,7,0.02
821,12:54:01,Brietta Lote,Indonesia,F,54,0.56,Kathie Scrancher,Ukraine,F,44,0.86
822,1:52:43,Sanford Sleney,Australia,F,69,0.82,Connie Facher,Poland,M,24,0.83
823,3:04:42,Somerset Landis,Canada,M,2,0.25,Palm Shadbolt,Georgia,M,25,0.65
824,11:58:15,Bartie Burkwood,Palestinian Territory,F,70,0.83,Hussein Edelmann,Portugal,M,63,0.71
825,6:40:12,Moina Kubyszek,Ukraine,M,6,0.2,Deirdre Cuer,El Salvador,F,23,0.62
826,6:48:38,Corrina Slipper,Brazil,M,52,0.53,Jeane Ennever,Greece,F,1,0.03
827,16:09:39,Felisha Placide,Philippines,M,91,0.89,Stefa Penk,Russia,F,52,0.51
828,11:51:52,Aliza Thunnercliff,Peru,F,10,0.1,Ramona Luxmoore,Bosnia and Herzegovina,F,95,0.46
829,22:49:40,Gladi Pimblett,Thailand,F,26,0.81,Clara Williscroft,Czech Republic,F,3,0.05
830,18:57:24,Maurita Causier,China,M,89,0.84,Melissa Chishull,United Kingdom,F,12,0.23
831,17:33:13,Garik Eyers,Ireland,M,89,0.49,Leif Bernardotti,China,M,74,0.75
832,22:46:06,Ciro MacAllaster,Sri Lanka,F,67,0.84,Armin Housbie,Azerbaijan,M,75,0.81
833,1:08:45,Melly Portwaine,Lithuania,F,91,0.32,Marin Daffey,Tanzania,F,8,0.19
834,11:18:22,Annamarie McCree,Vietnam,M,54,0.4,Marylynne Salzberger,Peru,F,15,0.32
835,2:06:32,Dody Ohrtmann,Japan,M,55,0.34,Iris Mollitt,France,F,81,0.59
836,15:38:21,Renard Eckert,Philippines,M,22,0.74,Archie Benesevich,Indonesia,M,1,0.21
837,12:18:16,Coreen Van Zon,Myanmar,M,58,0.54,Carmelita Menguy,Egypt,F,90,0.45
838,16:58:10,Sherry Jocelyn,Philippines,F,23,0.88,Roxane Shillington,Ukraine,F,27,0.89
839,16:54:50,Melodie Posnett,China,F,60,0.85,Doll Knotte,Indonesia,F,62,0.58
840,19:44:38,Avis Turpie,Indonesia,M,93,0.88,Raeann Spenton,Czech Republic,F,22,0.89
841,17:54:39,Bard Grewes,Peru,M,93,0.38,Ignazio Wolfers,Yemen,M,80,0.84
842,10:09:27,Everett Goodey,China,M,47,0.86,Michal Hellin,China,M,23,0.63
843,3:35:26,Kerry Brodbin,Indonesia,F,88,0.92,Ewell Portwain,Egypt,M,53,0.46
844,1:31:47,Lin Spillman,Portugal,M,2,0.19,Koralle Trustrie,Russia,F,40,0.55
845,20:52:01,Kata Espley,Indonesia,M,12,0.23,Kyla Parfrey,Pakistan,F,88,0.4
846,19:50:06,Jayson Rief,China,M,2,0.08,Reggie Kirk,United States,M,47,0.42
847,17:24:00,Elisha Le Teve,Russia,M,2,0.25,Agosto Larkkem,Philippines,M,50,0.51
848,5:31:06,Alexandro McLagan,Uzbekistan,M,84,0.89,Aguie Fernie,China,M,45,0.83
849,18:02:52,Westleigh Randle,Slovenia,M,88,0.89,Kelbee Munning,China,M,94,0.53
850,15:32:32,Frankie Ivanishev,Philippines,F,71,0.45,Abel Alderman,Indonesia,M,36,0.75
851,15:07:23,Patrick Preddle,Sweden,M,90,0.36,Roger Cruddace,Portugal,M,61,0.42
852,0:40:06,Amelia Boatwright,China,M,90,0.44,Ermentrude Obey,Indonesia,F,24,0.67
853,18:28:19,Gordy Everex,Portugal,M,9,0.07,Benjamin Rastall,Russia,M,56,0.77
854,8:13:29,Eli Spada,Russia,F,85,0.3,Napoleon Ruggiero,Poland,M,12,0.29
855,9:34:58,Analise Willford,China,F,85,0.83,Fancy Scaddon,Brazil,F,30,0.65
856,20:29:36,Fransisco Bagster,Greece,M,40,0.84,Vinny Korn,Oman,M,60,0.95
857,7:12:30,Alexis Gopsall,Cuba,F,42,0.33,Gayle Pynner,Nicaragua,M,82,0.69
858,20:14:29,Warner Antyukhin,China,M,6,0.03,Vernon Filipyev,Mexico,M,16,0.34
859,8:17:48,Martica Maccari,Peru,M,12,0.17,Erinna Samuel,Bulgaria,F,12,0.04
860,10:12:31,Tailor Pockey,China,M,25,0.49,Ogdan Nosworthy,Indonesia,M,80,0.76
861,12:44:19,Shelby Takos,Greece,M,2,0.12,Susi Coots,Thailand,F,36,0.8
862,22:02:26,Odilia Gomm,Sweden,M,74,0.69,Kristan Kipping,Ecuador,F,17,0.58
863,5:20:57,Loraine Quarton,Croatia,M,23,0.67,Bobbi Blaschke,Poland,F,87,0.39
864,1:39:08,Teressa Budibent,Russia,M,23,0.72,Pearl Neads,Canada,F,16,0.41
865,22:46:58,Breanne Grigorio,Philippines,M,78,0.88,Dulcine Grabiec,Poland,F,79,0.46
866,2:10:12,Doug Del Castello,Honduras,M,67,0.81,Gaven Glendenning,Indonesia,M,50,0.69
867,11:32:13,Richy Verillo,China,F,56,0.44,Pietro Billyeald,Argentina,M,27,0.82
868,23:20:27,Waverley Creavin,Costa Rica,F,57,0.58,Marcus Maasz,China,M,53,0.73
869,17:11:40,Mayor Tardiff,Indonesia,M,11,0.03,Rolland Redwood,China,M,33,0.7
870,1:25:00,Mellisa Roll,Thailand,F,38,0.37,Farand Semor,Canada,F,47,0.6
871,14:46:00,Gunner Tabor,Russia,M,57,0.49,Sid Brettoner,Czech Republic,M,84,0.83
872,13:53:24,Lynett Kneel,Philippines,F,85,0.48,Devondra Greatrex,Mexico,F,45,0.46
873,17:14:16,Suellen Truter,Colombia,M,53,0.67,Larisa Kelwaybamber,United States,F,60,0.87
874,8:57:07,Matthew McGroarty,Indonesia,F,75,0.44,Gus Newcom,China,M,46,0.95
875,4:24:21,Desiree Gelly,Indonesia,F,91,0.84,Bernetta Mostyn,Greece,F,87,0.91
876,7:00:01,Clarine Spincks,Hungary,M,78,0.79,Heath Dennis,Brazil,F,48,0.41
877,21:11:17,Antoine Mayor,Sweden,M,40,0.62,Carling Albarez,Thailand,M,83,0.37
878,22:23:19,Stafford Dobney,Brazil,F,55,0.74,Aleksandr Bogaert,China,M,21,0.81
879,2:39:41,Ives Fountain,Azerbaijan,M,89,0.36,Rik Felstead,China,M,94,0.38
880,16:37:22,El Fernez,China,M,9,0.16,Eldredge Clarabut,China,M,47,0.64
881,11:03:11,Shandie Sudlow,Portugal,M,7,0.06,Vida Mance,Ecuador,F,1,0.25
882,19:24:10,Nataniel Hatchman,Guatemala,M,10,0.13,Ives Caldera,China,M,10,0.04
883,22:48:09,Penelope Wickersley,Slovenia,M,41,0.46,Halie Whate,Japan,F,26,0.63
884,11:07:02,Lodovico Vedstra,Brazil,M,17,0.7,Reid Shemilt,China,M,28,0.74
885,17:21:21,Kristi Pennycuick,China,M,45,0.35,Tonia Brozek,Uganda,F,62,0.51
886,20:04:21,Rosa Bushen,Portugal,F,27,0.44,Cicely Le Estut,Greece,F,7,0.24
887,23:54:19,Prentice Riddington,China,M,78,0.65,Irvine Youings,Colombia,M,86,0.83
888,6:14:12,Karoline Rowson,Philippines,M,33,0.64,Rosa Caistor,Poland,F,37,0.71
889,13:49:19,Cliff Comusso,Indonesia,F,56,0.5,Jean Watkiss,Indonesia,M,49,0.53
890,3:18:54,Candida Thistleton,Portugal,F,40,0.36,Harriett Davidavidovics,Russia,F,93,0.55
891,21:04:31,Kellen Payze,Indonesia,F,57,0.66,Roseline Cockcroft,Cameroon,F,55,0.67
892,13:43:41,Marji Adess,Honduras,M,40,0.3,Mirilla Imore,Lesotho,F,71,0.81
893,16:50:31,Dorie Cacacie,Portugal,M,91,0.84,Cordey Macari,Ireland,F,84,0.93
894,7:38:22,Laure Bransgrove,Colombia,M,47,0.59,Aprilette Roulston,Indonesia,F,64,0.88
895,13:59:57,Kendrick McRitchie,Colombia,M,90,0.69,Sylvester Josephoff,Haiti,M,81,0.39
896,22:45:56,Constance Ashtonhurst,Afghanistan,F,59,0.46,Robbyn Jakubovitch,Bolivia,F,53,0.49
897,18:25:38,Beatriz Juschka,Sweden,M,56,0.88,Zara Mc Meekan,Russia,F,4,0.19
898,0:17:08,Gerik Swaisland,Sweden,M,67,0.89,Sandy Readwing,Indonesia,M,10,0.22
899,7:58:04,Horatia Kembery,China,F,11,0.14,Kalindi Iskowicz,China,F,40,0.63
900,16:51:06,Eloise Dackombe,Argentina,M,45,0.73,Marlyn Whitehorn,Indonesia,F,59,0.69
901,19:32:33,Lindy Dyson,Spain,M,88,0.43,Mike Tebald,Ukraine,M,85,0.6
902,18:45:49,Jacklin Eble,China,F,62,0.81,Dido Wyborn,Brazil,F,1,0.22
903,14:02:28,Yasmeen MacMickan,Japan,M,2,0.26,Alica Antonioni,Finland,F,21,0.88
904,12:53:15,Margareta Simkin,Indonesia,F,57,0.91,Misty Deadman,China,F,7,0.13
905,4:32:05,Vonnie Tuson,Philippines,F,74,0.38,Gustie Sooley,Mexico,F,44,0.67
906,21:47:08,Lainey Hodgon,Brazil,F,41,0.46,Dasie Sturney,Russia,F,42,0.42
907,18:01:16,Corbett Purveys,China,F,40,0.63,Derril Kenward,Australia,M,94,0.94
908,5:53:40,Jeramey Sisnett,Malawi,F,49,0.92,Thadeus Gorries,China,M,80,0.89
909,3:38:27,Larine MacGinley,Indonesia,M,3,0.11,Marjie Overy,Tajikistan,F,28,0.83
910,10:57:23,Vernen Klos,China,F,47,0.44,Valdemar Dorney,Azerbaijan,M,89,0.69
911,4:42:50,Ofelia Schimpke,Greece,F,32,0.57,Abbi Bellamy,Poland,F,72,0.51
912,9:48:20,Merle Dupre,Guadeloupe,F,28,0.37,Peg Talkington,China,F,16,0.54
913,12:08:32,Evin Didsbury,China,M,1,0.17,Dwayne McKleod,Senegal,M,36,0.8
914,5:09:00,Sammy Breacher,Myanmar,F,77,0.64,Pavia Mew,Indonesia,F,36,0.92
915,3:33:35,Bertie Krolik,China,F,83,0.45,Angeline Franchi,Indonesia,F,68,0.4
916,5:09:53,Welbie Dalglish,Indonesia,M,53,0.54,Miguel McKeevers,China,M,85,0.88
917,20:29:42,Frannie Du Plantier,Morocco,M,73,0.91,Beatrix Kentish,China,F,43,0.58
918,3:29:23,Giselbert Guitonneau,China,M,39,0.33,Horacio Lequeux,China,M,42,0.51
919,6:13:09,Fleurette Harg,Ecuador,F,35,0.41,Delcine Stapleford,United States,F,90,0.8
920,14:46:30,Granthem Laurenz,Panama,M,73,0.3,Zebulen Sango,Tanzania,M,12,0.06
921,19:17:47,Jamaal Doveston,Brazil,F,18,0.48,Garrett Yashin,Philippines,M,65,0.4
922,20:50:54,Kiley Tucknott,Egypt,M,91,0.79,Karly Feighney,U.S. Virgin Islands,F,58,0.63
923,5:13:01,Cele Chazier,Philippines,M,46,0.89,Kissie Venart,Honduras,F,58,0.56
924,9:34:33,Bartlett Oxburgh,Guadeloupe,F,1,0.06,Rafferty Lante,Uzbekistan,M,79,0.36
925,4:05:22,Blinny Wollrauch,Serbia,F,71,0.7,Bunnie McDonald,Greece,F,42,0.42
926,15:12:08,Sella Kiln,Russia,F,9,0.16,Hynda Newlands,South Korea,F,24,0.75
927,8:40:43,Ardyth Philbin,Portugal,F,69,0.59,Doralynne Wolfindale,Indonesia,F,48,0.55
928,8:32:52,Roze Hammerberg,China,F,41,0.43,Mariam Kilpatrick,Indonesia,F,47,0.65
929,14:37:10,Penn Ponnsett,Philippines,F,75,0.73,Angel Losel,Indonesia,M,60,0.4
930,8:24:30,Klaus Lyvon,Philippines,F,45,0.45,Tiler Bienvenu,China,M,17,0.45
931,21:00:07,Wildon Mottini,Russia,F,25,0.34,Erastus Barens,Brazil,M,74,0.4
932,12:58:04,Florencia Callender,Montenegro,F,29,0.72,Joleen Haydock,China,F,77,0.46
933,8:59:40,Lisetta Rule,Thailand,M,3,0.11,Katharina Burnitt,Bulgaria,F,73,0.31
934,6:01:44,Toby McNair,Uruguay,F,18,0.59,Hailey Wiffler,China,M,21,0.66
935,21:52:21,Edwina Windmill,China,F,87,0.9,Blisse McIlhone,China,F,21,0.61
936,3:07:45,Egan Rea,Finland,M,40,0.3,Warren Bergeon,Poland,M,29,0.78
937,13:19:18,Pavia Stawell,Czech Republic,F,86,0.55,Koressa McLanachan,Poland,F,63,0.85
938,18:12:28,Halsey Rappaport,China,M,92,0.38,Haven Cussons,China,M,19,0.77
939,16:59:35,Mayer Cunio,Azerbaijan,M,84,0.42,Timmy Moncrefe,Indonesia,M,15,0.39
940,2:56:38,Colby Blesing,Indonesia,M,71,0.38,Rockie Hanshaw,Chad,M,61,0.71
941,9:04:59,Jamima Tombs,Thailand,F,86,0.47,Zorine McElane,France,F,40,0.57
942,19:50:21,Sarine Cleverly,China,M,16,0.84,Merralee Brumfitt,Armenia,F,79,0.86
943,6:12:16,Ferdinanda Amorts,Portugal,F,16,0.77,Vivianne Tomaszewski,Sweden,F,32,0.84
944,16:34:24,Stern Keighly,Cameroon,M,21,0.87,Roland Pexton,China,M,69,0.31
945,19:14:53,Sidonia Farrants,Poland,M,54,0.31,Cristal Croughan,Poland,F,16,0.46
946,10:56:30,Schuyler Aubery,Russia,M,76,0.55,Arte McIllroy,Brazil,M,95,0.35
947,5:32:13,Nestor Durno,Indonesia,M,45,0.88,Ahmed Pottell,Brazil,M,33,0.95
948,21:14:46,Bevon Wissbey,China,M,67,0.79,Valentin Adamec,Vietnam,M,48,0.94
949,16:54:48,Carolann Dursley,China,F,22,0.4,Noella Martinek,Nigeria,F,28,0.6
950,13:52:48,Willy Sinnocke,South Korea,M,30,0.32,Bob Pudan,China,M,5,0.08
951,4:55:40,Eugenio Wraggs,South Korea,M,67,0.92,Rand McMurraya,Indonesia,M,70,0.6
952,11:16:14,Cindelyn Howis,Portugal,F,79,0.56,Florence McMychem,Croatia,F,73,0.63
953,9:20:56,Juditha Leger,Vietnam,M,19,0.72,Ruthy Campaigne,France,F,30,0.63
954,12:17:50,Nadiya Broddle,Norway,F,50,0.33,Flss Dyment,Japan,F,40,0.93
955,18:45:11,Koral Cota,Croatia,F,1,0.28,Therine Croux,Indonesia,F,64,0.64
956,14:41:29,Rodney Pears,Russia,F,18,0.79,Reinaldos Pentecust,Philippines,M,48,0.69
957,21:23:59,Lona Vigars,Tajikistan,F,80,0.85,Corissa Henrys,Philippines,F,29,0.66
958,11:57:46,Dewitt Hold,Sweden,M,53,0.42,Mathias Niave,Thailand,M,83,0.82
959,7:59:30,Ephrem Rippen,Poland,M,53,0.49,Murvyn Crebbin,France,M,87,0.63
960,1:14:58,Issy Chason,Poland,F,38,0.63,Jerrilee Tinan,Indonesia,F,74,0.42
961,3:50:23,Alphonse Grinikhin,Bosnia and Herzegovina,M,72,0.38,Abbe Greasty,Pakistan,M,90,0.79
962,7:12:02,Rozamond Ancell,Poland,M,22,0.37,Dorette St Ledger,Mexico,F,78,0.6
963,15:47:12,Andros Ciobutaru,Philippines,M,79,0.35,Stefan Loughton,Philippines,M,85,0.63
964,17:17:35,Karlen Maudlin,Ukraine,F,80,0.65,Veronike Halfpenny,France,F,32,0.82
965,11:24:14,Augustine Binnes,Moldova,M,16,0.71,Connor Stracey,China,M,21,0.63
966,1:26:29,Joshuah Nibley,China,F,43,0.48,Rodge Torrijos,Russia,M,65,0.43
967,21:08:04,Gerek Vasilischev,France,F,27,0.9,Birch Boniface,Thailand,M,42,0.53
968,2:12:38,Osborne Brandel,Bolivia,F,45,0.65,Pierce Leisk,Luxembourg,M,52,0.89
969,5:35:03,Goldarina D'Antoni,Indonesia,F,77,0.57,Denny Blomefield,Nigeria,F,77,0.38
970,2:35:34,Justine Spurway,China,M,13,0.17,Jeannie Helbeck,China,F,36,0.93
971,22:57:20,Godart Climie,Japan,M,3,0.27,Pierson Capitano,Sweden,M,62,0.32
972,4:04:00,Krissie Fedynski,Ukraine,F,11,0.11,Sorcha Rosenblath,Russia,F,18,0.78
973,3:48:54,Sharl Larham,Latvia,M,64,0.82,Rani Brockie,Colombia,F,4,0.03
974,16:27:05,Charmaine Prestie,Indonesia,M,58,0.64,Vitoria Eykel,Colombia,F,17,0.45
975,13:52:04,Dylan Martinets,China,F,44,0.78,Kele Antyukhin,Indonesia,M,82,0.95
976,7:49:33,Garvin Annesley,Russia,M,95,0.37,Abba Matuszewski,Poland,M,5,0.08
977,22:41:59,Dev Stoakley,China,F,41,0.68,Torin Hovert,Indonesia,M,71,0.69
978,21:45:01,Shaylyn Neligan,Guatemala,M,21,0.78,Lyndell Eykel,Philippines,F,64,0.58
979,19:11:48,Kellsie Gormally,Democratic Republic of the Congo,M,66,0.72,Sallee Meatcher,China,F,36,0.62
980,15:10:17,Marsha Corner,Iran,M,76,0.95,Linet Oldfield,China,F,15,0.43
981,13:57:34,Fleur Maffi,Indonesia,M,75,0.49,Rasla Littleover,Thailand,F,33,0.77
982,21:28:22,Bing Rist,Palestinian Territory,F,55,0.47,Blaine Tarbert,United States,M,68,0.68
983,18:27:23,Onofredo Daenen,China,F,60,0.46,Iggie Bultitude,China,M,49,0.76
984,17:24:55,Eldon Lionel,Canada,M,94,0.62,Pembroke Casper,Venezuela,M,92,0.62
985,10:34:38,Candy Lerway,Palestinian Territory,M,91,0.76,Jeanine Giscken,Poland,F,59,0.93
986,21:09:01,Roxanne Pettiford,Netherlands,F,20,0.83,Issie Rapa,Sweden,F,51,0.73
987,15:00:08,Guillermo Chazerand,Tunisia,F,12,0.03,Alexei Oak,France,M,33,0.78
988,10:31:18,Patsy Leggate,Indonesia,F,18,0.7,Emelyne Martinon,Kenya,F,58,0.5
989,7:01:04,Nowell Varfolomeev,Philippines,F,64,0.84,Cliff Greenhow,Ukraine,M,19,0.91
990,6:26:41,Webster Martusov,Poland,F,35,0.82,Dallas Fassbindler,China,M,35,0.88
991,7:07:37,Christa Extall,Colombia,F,25,0.32,Karyn Caird,Peru,F,89,0.73
992,6:24:02,Waiter Cade,Philippines,F,69,0.58,Arnoldo Boyd,Russia,M,30,0.9
993,16:17:29,Rex Ferrarin,Morocco,M,59,0.5,Alec Majury,Philippines,M,50,0.42
994,3:44:30,Nahum Youson,Czech Republic,M,42,0.61,Ephrayim Bartod,Russia,M,74,0.31
995,8:43:24,Ty Maidens,Brazil,M,2,0.03,Corty MacCathay,Azerbaijan,M,23,0.91
996,10:46:24,Izzy De Mattei,Ukraine,M,57,0.83,Dannie Persehouse,Ireland,M,1,0.05
997,9:47:25,Moira Koeppke,Indonesia,M,29,0.34,May Bartoletti,Libya,F,50,0.77
998,6:39:34,Hamel Lujan,China,M,5,0.08,Alair Ungaretti,China,M,36,0.84
999,14:50:28,Kiele Smithers,Mexico,M,87,0.79,Kassia Nesby,France,F,33,0.77
1000,3:36:23,Julee Ameer-Beg,Indonesia,M,65,0.95,Beth Faragher,Philippines,F,85,0.4
